ID_Pregunta,Área_Evaluada,Competencia,Componente,Proceso_Cognitivo,Tipo_Conocimiento,Nivel_Dificultad,Afirmación,Evidencia,Pregunta,Respuesta_Correcta,Nivel_Desempeño_Esperado,Tiempo_Estimado,Tema_Específico,Grado_Escolar,Periodo_Aplicación,Opcion_A,Opcion_B,Opcion_C,Opcion_D,Requiere_Imagen,Imagen_Pregunta_URL,Imagen_Opcion_A_URL,Imagen_Opcion_B_URL,Imagen_Opcion_C_URL,Imagen_Opcion_D_URL,Puntos_XP,Pista_1,Pista_2,Pista_3,Explicación_Respuesta,Error_Común,Pregunta_con_contexto,Pregunta_Libro,Orden_En_Contexto,Contexto_Requerido,Imagen_Contexto_Comp,Texto_Contexto_Completo,ID_Contexto_Compartido,Ruta_absoluta_Archivo,Nombre_del_Archivo,Índice_Discriminación,Parámetro_IRT_A,Parámetro_IRT_B,Parámetro_IRT_C,Subtema,Estrategia_Discursiva,Tipo_Razonamiento,Complejidad_Cognitiva,Contexto_Aplicación,Tipo_Texto,Género_Textual,Función_Comunicativa,Pensamiento_Matemático,Disciplina_Predominante,Concepto_Científico,Proceso_Científico,Nivel_Representación,Periodo_Histórico,Ámbito_Análisis,Escala_Espacial,Tipo_Fuente,Nivel_MCER,Parte_Prueba,Competencia_Comunicativa,Habilidad_Específica,Distractor_A_Concepto,Distractor_B_Concepto,Distractor_C_Concepto,Frecuencia_Error_A,Frecuencia_Error_B,Frecuencia_Error_C,Concepto_Refuerzo_1,Concepto_Refuerzo_2,Recurso_Sugerido,Tiempo_Estudio_Estimado,Fecha_Creación,Fecha_Actualización,Versión_Item,Banco_Origen,Fecha_Calibración
11,Ciencias Naturales,Explicación de fenómenos,Entorno_vivo,Analizar,Conceptual,Medio,La distribución de especies fósiles en continentes separados apoya la teoría de la deriva continental.,Comprende la evidencia de la tectónica de placas a partir de fósiles.,"El hallazgo de fósiles de una misma especie de reptil en África y Suramérica, separados por el océano Atlántico, es una evidencia de que:",B,Satisfactorio,3 minutos,Teoría de la deriva continental,11°,2024-2,la especie de reptil migró luego de la separación de Pangea desde África hasta llegar a Suramérica.,la especie de reptil ocupaba el territorio que luego se separó para formar los continentes de Suramérica y África.,la especie de reptil se originó independientemente en Suramérica y África después de la separación de Pangea.,la separación de Pangea provocó la extinción de la especie de reptil en Suramérica.,TRUE,\database\seed_dataciencias naturales\imagenes\Ciencias naturales .pdf\contexto_Pregunta_31_Preparate_aqui.png, , , , ,18,Analiza la distribución de los fósiles,Relaciona la evidencia con la teoría de la tectónica de placas,Evalúa la viabilidad de la migración intercontinental,La presencia de fósiles idénticos en continentes que encajan sugiere que esos continentes estuvieron unidos,Confundir la deriva continental con migraciones intercontinentales o evoluciones independientes,No,Sí,31,Sí,\database\seed_dataciencias naturales\imagenes\contexto_fosiles.png,,FOSIL_001,\database\seed_dataciencias naturales\imagenes\Ciencias naturales .pdf,Ciencias naturales .pdf,0.21,0.292,-1.084,-2.764,Geología_paleontología,Comparativa,Lógico_deductivo,Analizar,Académico,Continuo_informativo,Expositivo,Explicar,Numérico_variacional,Biología,Geología_paleontología,Análisis_datos,Global,Histórico,Científico,Regional,Secundaria_académica,B2,Núcleo común,Lingüística,Reading_comprehension,A: suposición de migración,B: distribución de especies por separado,C: extinción por separación,33,35,13,Deriva continental,Placas tectónicas,Recurso: guía general ICFES,11,8/12/2025,8/12/2025,1,ICFES_OFICIAL,11/15/2024
12,Ciencias Naturales,Uso comprensivo del conocimiento científico,Entorno_físico,Aplicar,Procedimental,Alto,El calor se transfiere de un cuerpo con mayor temperatura a uno con menor temperatura.,Aplica conceptos de transferencia de calor en diferentes contextos.,Para calentar un líquido se usa un calentador eléctrico. El método principal de transferencia de calor en el líquido es el representado en el dibujo:,C,Avanzado,4 minutos,Transferencia de calor,11°,2024-2,I.,II.,III.,IV.,TRUE,\database\seed_dataciencias naturales\imagenes\Ciencias naturales .pdf\contexto_Pregunta_32_Preparate_aqui.png, , , , ,20,Identifica los tipos de transferencia,Analiza el método de calentamiento,"Diferencia convección, conducción y radiación","En un líquido, la transferencia de calor se da principalmente por convección, donde las partículas calientes suben y las frías bajan",Confundir la convección con la conducción o radiación,No,Sí,32,Sí,\database\seed_dataciencias naturales\imagenes\contexto_calor.png,,CALOR_001,\database\seed_dataciencias naturales\imagenes\Ciencias naturales .pdf,Ciencias naturales .pdf,0.78,1.151,2.7,1.796,Termodinámica,Inductiva,Espacial,Crear,Académico,Continuo_informativo,Expositivo,Explicar,Numérico_variacional,Física,Termodinámica,Experimentación,Macroscópico,Contemporáneo,Científico,Local,Secundaria_académica,B2,Núcleo común,Lingüística,Reading_comprehension,A: conducción,B: radiación,C: convección,18,6,17,Convección,Calor y temperatura,Recurso: guía general ICFES,20,8/12/2025,8/12/2025,1,ICFES_OFICIAL,11/15/2024
13,Ciencias Naturales,Uso comprensivo del conocimiento científico,Entorno_físico,Analizar,Conceptual,Alto,"La segunda ley de Newton relaciona la fuerza neta, la masa y la aceleración de un objeto.",Analiza la aceleración de dos objetos bajo la misma fuerza neta.,"Dos bloques, A y B, son empujados con una fuerza neta F, constante y de la misma magnitud. Si el bloque B tiene una masa menor que la del bloque A (m_A > m_B), la relación correcta entre las aceleraciones es:",C,Avanzado,4 minutos,Leyes de Newton,11°,2024-2,aA​<aB​,aA​=aB​=0,aA​>aB​,aA​=aB​≠0,TRUE,\database\seed_dataciencias naturales\imagenes\Ciencias naturales .pdf\contexto_Pregunta_33_Preparate_aqui.png, , , , ,22,Recuerda la segunda ley de Newton,Relaciona masa y aceleración,Aplica la ley a dos objetos,"Según la segunda ley, la aceleración es inversamente proporcional a la masa. A menor masa, mayor aceleración",Confundir la relación inversa entre masa y aceleración,No,Sí,33,Sí,\database\seed_dataciencias naturales\imagenes\contexto_newton.png,,NEWTON_001,\database\seed_dataciencias naturales\imagenes\Ciencias naturales .pdf,Ciencias naturales .pdf,0.7,0.912,2.704,0.767,Dinámica,Deductiva,Abstracto,Analizar,Científico,Continuo_informativo,Expositivo,Explicar,Numérico_variacional,Física,Dinámica,Experimentación,Macroscópico,Contemporáneo,Científico,Local,Secundaria_académica,B2,Núcleo común,Lingüística,Reading_comprehension,A: relación inversa incorrecta,B: aceleración nula,C: relación directa incorrecta,12,7,30,Segunda Ley de Newton,"Fuerza, masa y aceleración",Recurso: guía general ICFES,18,8/12/2025,8/12/2025,1,ICFES_OFICIAL,11/15/2024
14,Ciencias Naturales,Explicación de fenómenos,Entorno_físico,Comprender,Conceptual,Alto,"Una carga eléctrica en movimiento produce campos eléctrico y magnético, mientras una carga en reposo solo produce campo eléctrico.",Comprende la relación entre cargas eléctricas y campos eléctricos y magnéticos.,"Una carga A (de valor Q) se desplaza a una velocidad constante v, mientras otra carga idéntica B se encuentra en reposo. Es correcto afirmar que:",C,Avanzado,4 minutos,Electromagnetismo,11°,2024-2,las cargas A y B producen solamente campos eléctricos.,la carga A produce solamente campo eléctrico mientras la B produce campo eléctrico y magnético.,la carga A produce campo eléctrico y magnético mientras la carga B solamente campo eléctrico.,las cargas A y B producen campos eléctricos y magnéticos.,FALSE, , , , , ,22,Recuerda el concepto de campos,Analiza el estado de las cargas,Diferencia los campos producidos,"Una carga en movimiento produce ambos campos, mientras una carga estática solo produce campo eléctrico",Confundir los campos producidos por cargas estáticas y en movimiento,Sí,Sí,34,Sí,\database\seed_dataciencias naturales\imagenes\contexto_cargas.png,,CARGA_001,\database\seed_dataciencias naturales\imagenes\Ciencias naturales .pdf,Ciencias naturales .pdf,0.33,-1.654,0.441,-2.509,Electromagnetismo,Inductiva,Espacial,Aplicar,Científico,Continuo_informativo,Expositivo,Explicar,Numérico_variacional,Física,Electromagnetismo,Formulación_hipótesis,Microscópico,Contemporáneo,Científico,Microscópico,Secundaria_académica,B2,Núcleo común,Lingüística,Reading_comprehension,A: cargas estáticas,B: cargas en movimiento,C: ambos tipos de cargas,13,27,19,Campo eléctrico,Campo magnético,Recurso: guía general ICFES,12,8/12/2025,8/12/2025,1,ICFES_OFICIAL,11/15/2024
15,Ciencias Naturales,Uso comprensivo del conocimiento científico,Entorno_vivo,Analizar,Conceptual,Medio,La diversidad genética en una población ayuda a la adaptación a cambios ambientales.,Comprende el rol de la variabilidad genética en la resistencia a enfermedades.,"En una población de plantas con alta diversidad genética, el tamaño de la población que sobrevive a una epidemia de hongos será:",C,Satisfactorio,3 minutos,Genética de poblaciones,11°,2024-2,más bajo.,de la misma altura.,más alto.,invertido.,TRUE,\database\seed_dataciencias naturales\imagenes\Ciencias naturales .pdf\contexto_Pregunta_35_Preparate_aqui.png, , , , ,17,Define diversidad genética,Relaciona variabilidad con resistencia,Analiza el efecto de una epidemia,"Una población con alta variabilidad genética tendrá individuos con resistencia, aumentando la probabilidad de supervivencia",Confundir diversidad genética con tamaño de la población,No,Sí,35,Sí,\database\seed_dataciencias naturales\imagenes\contexto_genetica.png,,GENETICA_001,\database\seed_dataciencias naturales\imagenes\Ciencias naturales .pdf,Ciencias naturales .pdf,0.31,1.273,0.791,2.241,Genética_evolución,Analítica,Analógico,Comprender,Académico,Continuo_informativo,Expositivo,Explicar,Aleatorio,Biología,Genética_evolución,Análisis_datos,Poblacional,Contemporáneo,Científico,Local,Primaria_documento,B2,Núcleo común,Pragmática,Reading_comprehension,A: baja resistencia,B: resistencia nula,C: relación inversa,26,27,14,Variabilidad genética,Selección natural,Recurso: guía general ICFES,18,8/12/2025,8/12/2025,1,ICFES_OFICIAL,11/15/2024
16,Ciencias Naturales,Explicación de fenómenos,Entorno_vivo,Analizar,Conceptual,Alto,El sistema circulatorio transporta oxígeno y nutrientes a las células y remueve desechos.,Comprende la estructura del sistema circulatorio y su función.,"En un sistema circulatorio doble, ¿qué cámaras del corazón reciben la sangre oxigenada proveniente de los pulmones?",D,Avanzado,4 minutos,Sistema circulatorio,11°,2024-2,Aurícula derecha y ventrículo derecho,Aurícula izquierda y ventrículo derecho,Aurícula derecha y ventrículo izquierdo,Aurícula izquierda y ventrículo izquierdo,TRUE,\database\seed_dataciencias naturales\imagenes\Ciencias naturales .pdf\contexto_Pregunta_36_Preparate_aqui.png,\database\seed_dataciencias naturales\imagenes\Ciencias naturales .pdf\Respuesta_A_Pregunta_36_Preparate_aqui.png,\database\seed_dataciencias naturales\imagenes\Ciencias naturales .pdf\Respuesta_B_Pregunta_36_Preparate_aqui.png,\database\seed_dataciencias naturales\imagenes\Ciencias naturales .pdf\Respuesta_C_Pregunta_36_Preparate_aqui.png,\database\seed_dataciencias naturales\imagenes\Ciencias naturales .pdf\Respuesta_D_Pregunta_36_Preparate_aqui.png,25,Identifica las cámaras del corazón,Sigue el flujo de la sangre,Diferencia sangre oxigenada y desoxigenada,La sangre oxigenada llega a la aurícula izquierda y pasa al ventrículo izquierdo para ser bombeada al cuerpo,Confundir las cámaras del lado izquierdo con las del derecho,No,Sí,36,Sí,\database\seed_dataciencias naturales\imagenes\contexto_circulatorio.png,,CORAZON_001,\database\seed_dataciencias naturales\imagenes\Ciencias naturales .pdf,Ciencias naturales .pdf,0.31,-1.577,-0.309,2.525,Fisiología_animal,Comparativa,Lógico_deductivo,Aplicar,Académico,Continuo_informativo,Expositivo,Explicar,Numérico_variacional,Biología,Fisiología_animal,Observación,Macroscópico,Contemporáneo,Científico,Local,Secundaria_académica,B2,Núcleo común,Lingüística,Reading_comprehension,A: sangre venosa,B: flujo incompleto,C: flujo invertido,15,16,20,Sistema circulatorio,Flujo sanguíneo,Recurso: guía general ICFES,12,8/12/2025,8/12/2025,1,ICFES_OFICIAL,11/15/2024
17,Ciencias Naturales,Uso comprensivo del conocimiento científico,Entorno_físico,Aplicar,Conceptual,Medio,"La carga eléctrica se conserva; los electrones se transfieren, no se crean ni se destruyen.","Aplica principios de electrostática, como la inducción y la conservación de la carga.",Un muñeco de papel de aluminio cargado positivamente se acerca a un muñeco de papel de aluminio descargado. Se tocan y luego se separan. La mejor descripción de lo que ocurre es que:,A,Satisfactorio,3 minutos,Electrostática,11°,2024-2,"el muñeco cargado se descarga, cargando al muñeco descargado.","el muñeco descargado, descarga al primer muñeco, quedando ambos neutros.",un muñeco queda cargado positivamente y el otro negativamente.,ambos muñecos quedan cargados negativamente.,TRUE,\database\seed_dataciencias naturales\imagenes\Ciencias naturales .pdf\contexto_Pregunta_37_Preparate_aqui.png, , , , ,18,Identifica el tipo de interacción,Comprende la transferencia de carga,Analiza el estado final de los objetos,"Al tocarse, la carga se redistribuye. El muñeco cargado transfiere carga al descargado hasta que ambos tienen carga del mismo signo",Malinterpretar la conservación de la carga o el proceso de descarga,No,Sí,37,Sí,\database\seed_dataciencias naturales\imagenes\contexto_electrico.png,,ELECTR_001,\database\seed_dataciencias naturales\imagenes\Ciencias naturales .pdf,Ciencias naturales .pdf,0.38,-1.048,-1.241,-2.634,Electricidad,Sintética,Abstracto,Analizar,Familiar,Continuo_informativo,Expositivo,Explicar,Numérico_variacional,Física,Electricidad,Análisis_datos,Macroscópico,Contemporáneo,Científico,Local,Secundaria_académica,B2,Núcleo común,Pragmática,Reading_comprehension,A: descarga de un objeto,B: neutralización total,C: polarización,27,24,11,Conservación de la carga,Conducción eléctrica,Recurso: guía general ICFES,11,8/12/2025,8/12/2025,1,ICFES_OFICIAL,11/15/2024
18,Ciencias Naturales,Uso comprensivo del conocimiento científico,Entorno_vivo,Analizar,Conceptual,Medio,El equilibrio ecológico puede verse alterado por la introducción de especies exóticas invasoras.,Analiza el impacto de especies introducidas en un ecosistema nativo.,"Las especies de plantas nativas se vieron afectadas cuando el pez asiático se introdujo, porque el pez se alimenta de:",D,Satisfactorio,3 minutos,Ecosistemas y relaciones tróficas,11°,2024-2,"1, 2 y 4",2 y 3,solo el 1,solo el 2,TRUE,\database\seed_dataciencias naturales\imagenes\Ciencias naturales .pdf\contexto_Pregunta_38_Preparate_aqui.png.png, , , , ,20,Identifica el nicho de la especie invasora,Comprende las relaciones tróficas,Evalúa la cadena alimentaria,"La introducción del pez asiático afectó las plantas nativas al consumirlas, rompiendo el equilibrio del ecosistema",Confundir el rol trófico de la especie invasora,No,Sí,38,Sí,\database\seed_dataciencias naturales\imagenes\contexto_invasoras.png,,INV_001,\database\seed_dataciencias naturales\imagenes\Ciencias naturales .pdf,Ciencias naturales .pdf,0.51,1.479,-1.028,-1.339,Ecología_ecosistemas,Inductiva,Lógico_deductivo,Analizar,Familiar,Continuo_informativo,Expositivo,Explicar,Numérico_variacional,Biología,Ecología_ecosistemas,Análisis_datos,Ecosistémico,Contemporáneo,Ambiental,Local,Primaria_documento,B2,Núcleo común,Pragmática,Reading_comprehension,A: efecto directo,B: efecto indirecto,C: efecto nulo,5,9,21,Especies invasoras,Cadena alimentaria,Recurso: guía general ICFES,21,8/12/2025,8/12/2025,1,ICFES_OFICIAL,11/15/2024
19,Ciencias Naturales,Explicación de fenómenos,Entorno_vivo,Analizar,Procedimental,Alto,"La selección natural favorece a los individuos que se adaptan mejor a su ambiente, aumentando su supervivencia y reproducción.",Analiza la interacción de la selección natural y las condiciones ambientales en una población.,"En un bosque tropical, la población de ranas con coloración verde brillante fue disminuyendo mientras que la de ranas con coloración café aumentó, porque:",B,Avanzado,4 minutos,Selección natural,11°,2024-2,"Las ranas verdes fueron cazadas por depredadores, que a su vez se vieron favorecidos en la selección natural.","Las ranas verdes se hicieron más visibles a los depredadores, disminuyendo su supervivencia y su capacidad de dejar descendencia.","Las ranas verdes se adaptaron al bosque, pero esto afectó negativamente su reproducción.","Las ranas café, al tener colores más claros, eran más visibles para los depredadores, favoreciendo a las verdes.",TRUE,\database\seed_dataciencias naturales\imagenes\Ciencias naturales .pdf\contexto_Pregunta_39_Preparate_aqui.png,\database\seed_dataciencias naturales\imagenes\Ciencias naturales .pdf\Respuesta_A_Pregunta_39_Preparate_aqui.png,\database\seed_dataciencias naturales\imagenes\Ciencias naturales .pdf\Respuesta_B_Pregunta_39_Preparate_aqui.png,\database\seed_dataciencias naturales\imagenes\Ciencias naturales .pdf\Respuesta_C_Pregunta_39_Preparate_aqui.png,\database\seed_dataciencias naturales\imagenes\Ciencias naturales .pdf\Respuesta_D_Pregunta_39_Preparate_aqui.png,25,Identifica la presión de selección,Relaciona la coloración con la depredación,Evalúa la supervivencia diferencial,"La coloración verde en un ambiente café hace a las ranas más visibles para los depredadores, lo que disminuye su supervivencia y capacidad reproductiva",Confundir la presión de selección con otros factores biológicos,No,Sí,39,Sí,\database\seed_dataciencias naturales\imagenes\contexto_selección.png,,SELECT_001,\database\seed_dataciencias naturales\imagenes\Ciencias naturales .pdf,Ciencias naturales .pdf,0.46,0.898,1.035,1.837,Evolución,Analítica,Abstracto,Analizar,Académico,Continuo_informativo,Expositivo,Explicar,Numérico_variacional,Biología,Evolución,Comunicación_resultados,Poblacional,Contemporáneo,Científico,Local,Secundaria_académica,B2,Núcleo común,Lingüística,Reading_comprehension,A: depredadores no afectados,B: adaptación a un ambiente,C: adaptaciones incorrectas,18,9,27,Selección natural,Adaptación,Recurso: guía general ICFES,19,8/12/2025,8/12/2025,1,ICFES_OFICIAL,11/15/2024
20,Ciencias Naturales,Uso comprensivo del conocimiento científico,Entorno_físico,Aplicar,Procedimental,Bajo,La evaporación es un método de separación de mezclas homogéneas sólido-líquido.,Aplica el método de evaporación para separar la sal de una solución salina.,El método más apropiado para separar una mezcla homogénea de sal disuelta en agua es:,A,Básico,2 minutos,Métodos de separación,11°,2024-2,evaporación.,destilación.,filtración.,decantación.,TRUE,\database\seed_dataciencias naturales\imagenes\Ciencias naturales .pdf\contexto_Pregunta_40_Preparate_aqui.png, , , , ,15,Identifica el tipo de mezcla,Comprende los métodos de separación,Aplica el método adecuado,La evaporación es el método adecuado para separar un sólido disuelto de un líquido en una mezcla homogénea,"Confundir evaporación con destilación, filtración o decantación",No,Sí,40,Sí,\database\seed_dataciencias naturales\imagenes\contexto_mezclas.png,,MEZCLA_001,\database\seed_dataciencias naturales\imagenes\Ciencias naturales .pdf,Ciencias naturales .pdf,0.37,2.095,1.514,1.49,Métodos_de_separación,Sintética,Analógico,Recordar,Académico,Continuo_informativo,Expositivo,Explicar,Numérico_variacional,Química,Métodos_de_separación,Experimentación,Macroscópico,Contemporáneo,Científico,Local,Secundaria_académica,B2,Núcleo común,Pragmática,Reading_comprehension,A: separación por puntos de ebullición,B: separación por tamaño de partícula,C: separación por densidad,9,10,30,Evaporación,Mezclas homogéneas,Recurso: guía general ICFES,18,8/12/2025,8/12/2025,1,ICFES_OFICIAL,11/15/2024
21,Ciencias Naturales,Explicación de fenómenos,Entorno_físico,Comprender,Conceptual,Medio,Las ondas sonoras mantienen velocidad constante en el mismo medio,Comprende las propiedades básicas de propagación de ondas sonoras,"En un carnaval un guitarrista viaja sobre un carro que se mueve a velocidad constante. Para afinar la guitarra el hombre pulsa una de las cuerdas de manera intermitente. Las ondas sonoras producidas por los pulsos intermitentes de la cuerda de la guitarra cuando se está afinando pueden representarse como se observa en la figura. Una persona se puede ubicar en cualquiera de los tres puntos A, B o C. La velocidad de la onda que percibe una persona es:",B,Satisfactorio,3,Propiedades de ondas sonoras,11°,2024-2,Mayor en el punto A que en el punto C.,Menor en el punto B que en el punto C.,Mayor en el punto A que en el punto B.,Igual en el punto A que en el punto C.,TRUE,\database\seed_dataciencias naturales\imagenes\Cuadernillo_Ciencias Naturales_ Examen Diagnostico con respuestas.pdf\001_Bancopreguntas_CuaCieNatExa_Pregunta_1_Cientifica_Pag2.png,,,,,18,Recuerda que la velocidad del sonido es constante en el aire,"La velocidad depende del medio, no de la posición",Las ondas sonoras viajan a la misma velocidad en el aire,La velocidad del sonido en aire es aproximadamente 343 m/s independiente de la posición del observador,Confundir velocidad de onda con efectos Doppler en movimiento,,1,1,No,,,,Preparate Aquí,Cuadernillo_Ciencias Naturales_ Examen Diagnostico con respuestas.pdf,0.57,0.946,1.749,-1.893,Acústica,Analítica,Lógico_deductivo,Comprender,Académico,,,Explicar,,Física,Ondas_electromagnetismo,Experimentación,Macroscópico,Contemporáneo,Científico,Local,Primaria_documento,,,,,A:Velocidad incorrecta en A,B:Velocidad incorrecta en B,C:Velocidad incorrecta en A-B,25,34,25,Propiedades de ondas,Velocidad del sonido,Recurso: guía ondas ICFES,24,8/16/2025,8/16/2025,1,ICFES_OFICIAL,8/16/2025
22,Ciencias Naturales,Explicación de fenómenos,Entorno_físico,Analizar,Conceptual,Satisfactorio,La frecuencia percibida varía según el efecto Doppler,Analiza el efecto Doppler en ondas sonoras,La frecuencia de la onda que percibe una persona es:,A,Satisfactorio,2,Efecto Doppler,11°,2024-2,Mayor en el punto C que en el punto B.,Igual en el punto B que en el punto C.,Mayor en el punto A que en el punto C.,Mayor en el punto A que en el punto B.,TRUE,\database\seed_dataciencias naturales\imagenes\Cuadernillo_Ciencias Naturales_ Examen Diagnostico con respuestas.pdf\001_Bancopreguntas_CuaCieNatExa_Pregunta_1_Cientifica_Pag2.png,No Aplica,No Aplica,No Aplica,No Aplica,1,Considera el movimiento relativo,Analiza el efecto Doppler,Identifica cambios de frecuencia,El efecto Doppler modifica la frecuencia percibida,No considerar el movimiento relativo,Sí,Sí,1,No,No Aplica,,No Aplica,\database\seed_dataciencias naturales\imagenes\Cuadernillo_Ciencias Naturales_ Examen Diagnostico con respuestas.pdf,Cuadernillo_Ciencias Naturales_ Examen Diagnostico con respuestas.pdf,0.28,0.41,1.738,-1.744,Efecto_Doppler,Inductiva,Lógico_deductivo,Analizar,Científico,No Aplica,Explicar,No Aplica,No Aplica,Física,Ondas_electromagnetismo,Análisis_datos,Simbólico,Contemporáneo,Científico,Local,Primaria_documento,No Aplica,No Aplica,No Aplica,No Aplica,Frecuencia constante sin movimiento,Frecuencia invariable en todos los puntos,Comparación incorrecta de puntos,30,13,26,Efecto Doppler,Propagación de ondas,Simulador de ondas sonoras y efecto Doppler,17,8/12/2025,8/12/2025,1,ICFES_OFICIAL,11/15/2024
23,Ciencias Naturales,Uso comprensivo del conocimiento científico,Entorno_físico,Comprender,Conceptual,Satisfactorio,La frecuencia es inversamente proporcional a la longitud,Comprende relación entre longitud de cuerda y frecuencia,"Cuando el hombre cambia de un traste a otro cambia la longitud de la parte de la cuerda que vibra. Si esta longitud se reduce a la mitad, la frecuencia producida:",A,Satisfactorio,3,Ondas sonoras,11°,2024-2,Aumenta al doble.,Disminuye a la mitad.,Disminuye en un tercio.,Aumenta al triple.,FALSE,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,3,Aplica relación frecuencia-longitud,Comprende ondas en cuerdas,Identifica proporcionalidad inversa,"Al reducir la longitud a la mitad, la frecuencia se duplica",Confundir relación directa con inversa,No,Sí,1,No,No Aplica,,No Aplica,No Aplica,Cuadernillo_Ciencias Naturales_ Examen Diagnostico con respuestas.pdf,0.38,-2.438,-2.453,-0.777,Ondas_sonoras,Deductiva,Lógico_deductivo,Comprender,Académico,No Aplica,Explicar,No Aplica,No Aplica,Física,Ondas_electromagnetismo,Observación,Macroscópico,Contemporáneo,Científico,Local,Secundaria_académica,No Aplica,No Aplica,No Aplica,No Aplica,Proporcionalidad directa errónea,Reducción proporcional incorrecta,Cálculo matemático erróneo,18,6,30,Proporcionalidad inversa,Ondas estacionarias,Laboratorio virtual de ondas en cuerdas,14,8/12/2025,8/12/2025,1,ICFES_OFICIAL,11/15/2024
